Version, File Name, LOC, NAuth, Fan-Out, Revisions, LOCAdded, MaxLOCAdded, averageLOCAdded, Churn, MaxChurn, AverageChurn, Time Span (days), Buggy
1, storm-core/src/jvm/backtype/storm/generated/ComponentObject.java, 385, 2, 15, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/scheduler/ISupervisor.java, 28, 2, 2, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/generated/ExecutorInfo.java, 420, 2, 15, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/topology/base/BaseTransactionalBolt.java, 7, 2, 1, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/metric/api/AssignableMetric.java, 17, 2, 0, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/serialization/IKryoFactory.java, 22, 2, 2, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/storm/trident/operation/BaseMultiReducer.java, 16, 2, 1, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/testing/TrackedTopology.java, 17, 2, 4, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/testing/TestAggregatesCounter.java, 45, 2, 11, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/storm/trident/state/BaseQueryFunction.java, 8, 2, 1, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/topology/base/BaseTransactionalSpout.java, 8, 2, 2, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
1, storm-core/src/jvm/backtype/storm/utils/Utils.java, 398, 3, 33, 8, 39, 11, 4.875, 35, 11, 4.375, 131, true
1, storm-core/src/jvm/backtype/storm/hooks/info/BoltExecuteInfo.java, 15, 2, 1, 3, 0, 0, 0.0, 0, 0, 0.0, 2, false
